Name;Organisation;Country;Pays;Pais;URL;Description;Location;Latitude;Longitude;Has Issue;Issue Type;Code En;Code Fr;Country Slug;Thematic;Portal typology;Code Es
Oulu Open Data;Finland;Finland;Finlande;Finlandia;https://ouka.fi/oulu/english/open-data;;65.0167, 25.4667;65.0167;25.4667;;;Finland - Oulu Open Data;Finlande - Oulu Open Data;finland;Local Government;Public Sector, Local Level;Finlandia - Oulu Open Data
Oxford University Open Data;University Of Oxford;United Kingdom;Royaume-Uni;Reino Unido;https://data.ox.ac.uk;The site aims to collect data from around the University and make it available for reuse as linked data under open licenses.;51.7522210026, -1.25596046448;51.752221;-1.255960464;;;United Kingdom - Oxford University Open Data;Royaume-Uni - Oxford University Open Data;united-kingdom;Other;Others (Associations, Universities);Reino Unido - Oxford University Open Data
Palo Alto, Ca Open Data;United States;United States;Etats-Unis;Estados Unidos de América;https://data.cityofpaloalto.org;;37.4292, -122.1381;37.4292;-122.1381;;;United States - Palo Alto, Ca Open Data;Etats-Unis - Palo Alto, Ca Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Palo Alto, Ca Open Data
Portail opendata du Grand Nancy;Métropole du Grand Nancy;France;France;Francia;https://opendata.grand-nancy.org;"Le Grand Nancy met progressivement à disposition son capital numérique afin de soutenir l'innovation et la participation citoyenne.
Pour cette première étape, le Grand Nancy ouvre les données concernant le thème de la mobilité avec notamment, le tracé des lignes de bus et de tram, les horaires, le plan de ville, les photos aériennes....
Un premier catalogue d'applications est également disponible.";48.6936, 6.1846;48.6936;01/06/1846;;;France - Portail opendata du Grand Nancy;France - Portail opendata du Grand Nancy;france;Local Government;Public Sector, Local Level;Francia - Portail opendata du Grand Nancy
Québec, Québec;Ville De Québec;Canada;Canada;Canadá;https://donnees.ville.quebec.qc.ca;You may send feedback via [email](Application.DonneesOuvertes@Ville.quebec.qc.ca) or [webform](http://donnees.ville.quebec.qc.ca/nousjoindre.aspx). Uses its [own license](http://donnees.ville.quebec.qc.ca/licence.aspx).;46.8122791164, -71.2145376205;46.81227912;-71.21453762;;;Canada - Québec, Québec;Canada - Québec, Québec;canada;Local Government;Public Sector, Local Level;Canadá - Québec, Québec
Region Of York, On Open Data;Canada;Canada;Canada;Canadá;https://york.ca/regional+Government/open+data/default+open+data.htm;;44.05139, -79.48028;44.05139;-79.48028;;;Canada - Region Of York, On Open Data;Canada - Region Of York, On Open Data;canada;Local Government;Public Sector, Local Level;Canadá - Region Of York, On Open Data
Open Data For Kenya Development Bank Group Open Data;Kenya;Kenya;Kenya;Kenia;https://kenya.opendataforafrica.org;;-1.2667, 36.8;-1.2667;36.8;;;Kenya - Open Data For Kenya Development Bank Group Open Data;Kenya - Open Data For Kenya Development Bank Group Open Data;kenya;Economy,Administration,Statistics;Public Sector, International Level;Kenia - Open Data For Kenya Development Bank Group Open Data
Sacramento Area Councilof Governments;Sacramento Area Councilof Governments;United States;Etats-Unis;Estados Unidos de América;https://data.sacog.opendata.arcgis.com;Arcgis OpenData Portal;38.8270079519, -121.193099804;38.82700795;-121.1930998;;;United States - Sacramento Area Councilof Governments;Etats-Unis - Sacramento Area Councilof Governments;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Sacramento Area Councilof Governments
San Jose, Ca Open Data;United States;United States;Etats-Unis;Estados Unidos de América;https://data.sanjoseca.gov/home;;37.3333, -121.9;37.3333;-121.9;;;United States - San Jose, Ca Open Data;Etats-Unis - San Jose, Ca Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - San Jose, Ca Open Data
San Mateo County, Ca Open Data;United States;United States;Etats-Unis;Estados Unidos de América;https://data.smcgov.org;;37.55417, -122.31306;37.55417;-122.31306;;;United States - San Mateo County, Ca Open Data;Etats-Unis - San Mateo County, Ca Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - San Mateo County, Ca Open Data
Rakuno Gakuen University;Rakuno Gakuen University;Japan;Japon;Japón;https://data.rakuno-gis.opendata.arcgis.com;Arcgis OpenData Portal;43.0678437026, 141.509671636;43.0678437;141.5096716;;;Japan - Rakuno Gakuen University;Japon - Rakuno Gakuen University;japan;Geospatial;Others (Associations, Universities);Japón - Rakuno Gakuen University
Southampton;Southampton;United Kingdom;Royaume-Uni;Reino Unido;https://www.southampton.gov.uk/council-democracy/council-data/default.aspx;;50.9168399, -1.4705331;50.9168399;-1.4705331;;;United Kingdom - Southampton;Royaume-Uni - Southampton;united-kingdom;Local Government;Public Sector, Local Level;Reino Unido - Southampton
Statistical Office Of The Republic Of Slovenia;Slovenia;Slovenia;Slovénie;Eslovenia;https://stat.si;;46.05, 14.5;46.05;14/05/2016;;;Slovenia - Statistical Office Of The Republic Of Slovenia;Slovénie - Statistical Office Of The Republic Of Slovenia;slovenia;Statistics;Public Sector, National Level;Eslovenia - Statistical Office Of The Republic Of Slovenia
Tanzania Meteorological Agency;Tanzania, United Republic Of;Tanzania, United Republic Of;Tanzanie;Tanzania;https://meteo.go.tz;;-6.307, 34.854;-6307;34854;;;Tanzania, United Republic Of - Tanzania Meteorological Agency;Tanzanie - Tanzania Meteorological Agency;tanzania--united-republic-of;Weather Forecast;Public Sector, National Level;Tanzania - Tanzania Meteorological Agency
Texas Open Data;United States;United States;Etats-Unis;Estados Unidos de América;https://www.texas.gov/en/connect/pages/open-data.aspx;;30.2747, -97.7406;30.2747;-97.7406;;;United States - Texas Open Data;Etats-Unis - Texas Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Texas Open Data
Veneto Region Open Data;Italy;Italy;Italie;Italia;https://dati.veneto.it;;45.7333, 11.85;45.7333;11.85;;;Italy - Veneto Region Open Data;Italie - Veneto Region Open Data;italy;Local Government;Public Sector, Local Level;Italia - Veneto Region Open Data
Virginia Open Data;United States;United States;Etats-Unis;Estados Unidos de América;https://data.openva.com;;37.27083, -76.70694;37.27083;-76.70694;;;United States - Virginia Open Data;Etats-Unis - Virginia Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Virginia Open Data
Wake County Open Data;Wake County Open Data;United States;Etats-Unis;Estados Unidos de América;https://data.wake.opendata.arcgis.com;Arcgis OpenData Portal;35.7839035121, -78.633;35.78390351;-78633;FALSE;;United States - Wake County Open Data;Etats-Unis - Wake County Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Wake County Open Data
Zaragoza Public Data Catalogue;Zaragoza;Spain;Espagne;España;https://datos.zaragoza.es;Zaragoza Public Data Catalogue;41.6560643303, -0.877339839935;41.65606433;-0.8773398399;;;Spain - Zaragoza Public Data Catalogue;Espagne - Zaragoza Public Data Catalogue;spain;Local Government;Public Sector, Local Level;España - Zaragoza Public Data Catalogue
Zg Geoportal;Croatia;Croatia;Croatie;Croacia;https://geoportal.zagreb.hr/karta;;45.8167, 15.9833;45.8167;15.9833;;;Croatia - Zg Geoportal;Croatie - Zg Geoportal;croatia;Geospatial;Public Sector, National Level;Croacia - Zg Geoportal
Coral Gables Smart City Hub;City of Coral Gables;United States;Etats-Unis;;https://cg-hubdev-c4271-cggis.opendata.arcgis.com;Open Data Portal for City of Coral Gables;25.749263, -80.263501;25.749263;-80.263501;;;United States - Coral Gables Smart City Hub;Etats-Unis - Coral Gables Smart City Hub;united-states;Administration,Economy,Environment,Geospatial,Local Government,Statistics;Public Sector, Local Level;
Conseil Départemental du Puy-de-Dôme (CD63);Conseil Départemental du Puy-de-Dôme (CD63);France;France;;https://www.puy-de-dome.fr/opendata.html;Open data portal concerning local datas;45.776458, 3.08468;45.776458;3.08468;;;France - Conseil Départemental du Puy-de-Dôme (CD63);France - Conseil Départemental du Puy-de-Dôme (CD63);france;Administration,Geospatial;Public Sector, Local Level;
EarthChem;Lamont-Doherty Earth Observatory, Columbia University;United States;Etats-Unis;;https://earthchem.org;Open data portal concerning geochemical data;41.0036, -73.9091;41.0036;-73.9091;;;United States - EarthChem;Etats-Unis - EarthChem;united-states;Environment,Geospatial;Public Sector, National Level;
IMPACT Open Data;The Central Inspection;Lebanon;Liban;;https://impact.gov.lb;The IMPACT Open Data website is a Central Inspection initiative to give access to the data gathered through the most comprehensive, nation-wide, online data collection operation conducted in collaboration with different ministries and municipalities.;33.89331506721503, 35.48700728360278;33.89331507;35.48700728;;;Lebanon - IMPACT Open Data;Liban - IMPACT Open Data;lebanon;Administration,Economy,Environment,Local Government;Public Sector, National Level;
Education Policy And Data Center;International Organizations;United States;Etats-Unis;Estados Unidos de América;https://epdc.org;;38.8951, -77.0367;38.8951;-77.0367;;;United States - Education Policy And Data Center;Etats-Unis - Education Policy And Data Center;united-states;Statistics;Public Sector, International Level;Estados Unidos de América - Education Policy And Data Center
Enel Power Company Finacial/sustanability Data;Italy;Italy;Italie;Italia;https://data.enel.com;;41.9, 12.4833;41.9;01/12/4833;;;Italy - Enel Power Company Finacial/sustanability Data;Italie - Enel Power Company Finacial/sustanability Data;italy;Environment,Economy;Business;Italia - Enel Power Company Finacial/sustanability Data
Esri Be Lux;Esri Be Lux;Belgium;Belgique;Bélgica;https://data.esribelux.opendata.arcgis.com;Arcgis OpenData Portal;50.5129714402, 4.47339451925;50.51297144;4.473394519;TRUE;dummy;Belgium - Esri Be Lux;Belgique - Esri Be Lux;belgium;Geospatial;Business;Bélgica - Esri Be Lux
Esri Story Maps-Open Data-Copy;Esri Story Maps-Open Data-Copy;United States;Etats-Unis;Estados Unidos de América;https://data.story.opendata.arcgis.com;Arcgis OpenData Portal;39.3201312506, -96.50390625;39.32013125;-96.50390625;;;United States - Esri Story Maps-Open Data-Copy;Etats-Unis - Esri Story Maps-Open Data-Copy;united-states;Geospatial;Business;Estados Unidos de América - Esri Story Maps-Open Data-Copy
Ethiopian Natural Resources User Community;Ethiopian Natural Resources User Community;Uganda;Ouganda;Uganda;https://ethiopianr.gspace.opendata.arcgis.com;Arcgis OpenData Portal;2.29545976243, 34.295140625;2.295459762;34.29514063;;;Uganda - Ethiopian Natural Resources User Community;Ouganda - Ethiopian Natural Resources User Community;uganda;Environment;Public Sector, National Level;Uganda - Ethiopian Natural Resources User Community
Geological Society Of Greece;Greece;Greece;Grèce;Grecia;https://geosociety.gr;;37.9617, 23.7533;37.9617;23.7533;;;Greece - Geological Society Of Greece;Grèce - Geological Society Of Greece;greece;Environment;Public Sector, National Level;Grecia - Geological Society Of Greece
Geologische Bundesanstalt;Austria;Austria;Autriche;Austria;https://www.geologie.ac.at/en;;48.2, 16.35;48.2;16.35;;;Austria - Geologische Bundesanstalt;Autriche - Geologische Bundesanstalt;austria;Environment;Public Sector, National Level;Austria - Geologische Bundesanstalt
Geospatial Information Authority Of Japan;Japan;Japan;Japon;Japón;https://www.gsi.go.jp/ENGLISH;;35.6833, 139.7667;35.6833;139.7667;;;Japan - Geospatial Information Authority Of Japan;Japon - Geospatial Information Authority Of Japan;japan;Geospatial;Public Sector, National Level;Japón - Geospatial Information Authority Of Japan
Ghana Statistical Service;Ghana;Ghana;Ghana;Ghana;https://statsghana.gov.gh;;5.55, -0.2;5.55;-0.2;;;Ghana - Ghana Statistical Service;Ghana - Ghana Statistical Service;ghana;Statistics;Public Sector, National Level;Ghana - Ghana Statistical Service
Gislavedskommun;Gislavedskommun;Sweden;Suède;Suecia;https://data.gislavedskommun.opendata.arcgis.com;Arcgis OpenData Portal;57.2696390362, 13.4127789873;57.26963904;13.41277899;;;Sweden - Gislavedskommun;Suède - Gislavedskommun;sweden;Local Government;Public Sector, Local Level;Suecia - Gislavedskommun
Global Open Data For Agriculture And Nutrition (godan);International Organizations;United Kingdom;Royaume-Uni;Reino Unido;https://godan.info;;51.5975835, -1.1466333;51.5975835;-1.1466333;;;United Kingdom - Global Open Data For Agriculture And Nutrition (godan);Royaume-Uni - Global Open Data For Agriculture And Nutrition (godan);united-kingdom;Environment,Health;Others (Associations, Universities);Reino Unido - Global Open Data For Agriculture And Nutrition (godan)
Halifax, Ns Open Data;Canada;Canada;Canada;Canadá;https://www.halifax.ca/home/open-data;The municipal Government is committed to providing public access to its data. Through open data, data created or managed by the municipality can be made available for anyone to download, while still respecting privacy and sensitivity concerns.;44.67, -63.61;44.67;-63.61;;;Canada - Halifax, Ns Open Data;Canada - Halifax, Ns Open Data;canada;Local Government;Public Sector, Local Level;Canadá - Halifax, Ns Open Data
Iceland Geosurvey;Iceland;Iceland;Islande;Islandia;https://isor.is;;65.0, -18.0;65;-18;;;Iceland - Iceland Geosurvey;Islande - Iceland Geosurvey;iceland;Environment,Geospatial;Public Sector, National Level;Islandia - Iceland Geosurvey
Illinois State Geological Survey;United States;United States;Etats-Unis;Estados Unidos de América;https://isgs.illinois.edu/data;;40.1105, -88.2284;40.1105;-88.2284;;;United States - Illinois State Geological Survey;Etats-Unis - Illinois State Geological Survey;united-states;Environment;Public Sector, Local Level;Estados Unidos de América - Illinois State Geological Survey
Isle Of Man - Agriculture Statistics;Isle Of Man;British Crown Dependencies;Dépendances de la Couronne Britannique;Jersey;https://gov.im/about-the-Government/departments/environment-food-and-agriculture/agriculture-directorate/agriculture-statistics;;54.25, -4.5;54.25;-4.5;;;British Crown Dependencies - Isle Of Man - Agriculture Statistics;Dépendances de la Couronne Britannique - Isle Of Man - Agriculture Statistics;british-crown-dependencies;Environment,Geospatial;Public Sector, Local Level;Jersey - Isle Of Man - Agriculture Statistics
Italian Chamber Of Deputies;Italian Chamber Of Deputies;Italy;Italie;Italia;https://dati.camera.it/it;The history, activities, mechanisms of functioning of the Chamber of Deputies. Available free to reuse.;42.8333333, 12.8333333;42.8333333;12.8333333;;;Italy - Italian Chamber Of Deputies;Italie - Italian Chamber Of Deputies;italy;Administration;Public Sector, National Level;Italia - Italian Chamber Of Deputies
Jackson County Open Data Portal;Jackson County Oregon;United States;Etats-Unis;;https://gis.jacksoncounty.org;Boundaries, Demographics, Environment, Infrastructure, Development;42.3435662, -122.9141649;42.3435662;-122.9141649;;;United States - Jackson County Open Data Portal;Etats-Unis - Jackson County Open Data Portal;united-states;Local Government;Public Sector, Local Level;Jackson County Open Data Portal
Kingston, On - Data Catalogue;Canada;Canada;Canada;Canadá;https://www.cityofkingston.ca/explore/data-catalogue;;44.2333, -76.5;44.2333;-76.5;;;Canada - Kingston, On - Data Catalogue;Canada - Kingston, On - Data Catalogue;canada;Local Government;Public Sector, Local Level;Canadá - Kingston, On - Data Catalogue
Land Valuation Department;Bermuda;Bermuda;Bermudes;Bermudas;https://landvaluation.bm;;6.3176, 5.6145;01/06/3176;01/05/6145;;;Bermuda - Land Valuation Department;Bermudes - Land Valuation Department;bermuda;Geospatial;Public Sector, National Level;Bermudas - Land Valuation Department
London, England Open Data;United Kingdom;United Kingdom;Royaume-Uni;Reino Unido;https://data.london.gov.uk;;51.5072, -0.1275;51.5072;-0.1275;;;United Kingdom - London, England Open Data;Royaume-Uni - London, England Open Data;united-kingdom;Local Government;Public Sector, Local Level;Reino Unido - London, England Open Data
Madison County Councilof Governments;Madison County Councilof Governments;United States;Etats-Unis;Estados Unidos de América;https://data.mccog.opendata.arcgis.com;Arcgis OpenData Portal;40.1636313123, -85.7261030273;40.16363131;-85.72610303;;;United States - Madison County Councilof Governments;Etats-Unis - Madison County Councilof Governments;united-states;Local Government,Administration;Public Sector, Local Level;Estados Unidos de América - Madison County Councilof Governments
Ministry Of Energy And Mines;Indonesia;Indonesia;Indonésie;Indonesia;https://esdm.go.id;;-6.175, 106.8283;-6175;106.8283;;;Indonesia - Ministry Of Energy And Mines;Indonésie - Ministry Of Energy And Mines;indonesia;Environment;Public Sector, National Level;Indonesia - Ministry Of Energy And Mines
Minnesota;State Of Minnesota;United States;Etats-Unis;Estados Unidos de América;https://www.state.mn.us/data;Minnesota Open Data Initiative.  This is not directly a data catalog, but an interface that links to many different data sources, all of which have various degrees of quality and varying formats.;46.2502448, -94.2505535;46.2502448;-94.2505535;;;United States - Minnesota;Etats-Unis - Minnesota;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Minnesota
Montana Open Data;United States;United States;Etats-Unis;Estados Unidos de América;https://data.datamontana.us;;46.59556, -112.02694;46.59556;-112.02694;;;United States - Montana Open Data;Etats-Unis - Montana Open Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Montana Open Data
National Land Survey Of Iceland;Iceland;Iceland;Islande;Islandia;https://lmi.is;;65.0, -18.0;65;-18;;;Iceland - National Land Survey Of Iceland;Islande - National Land Survey Of Iceland;iceland;Geospatial;Public Sector, National Level;Islandia - National Land Survey Of Iceland
Nevada Bureau Of Mines And Geology;United States;United States;Etats-Unis;Estados Unidos de América;https://www.nbmg.unr.edu;;39.5458, -119.8167;39.5458;-119.8167;;;United States - Nevada Bureau Of Mines And Geology;Etats-Unis - Nevada Bureau Of Mines And Geology;united-states;Environment;Public Sector, Local Level;Estados Unidos de América - Nevada Bureau Of Mines And Geology
New York Senate;State Of New York;United States;Etats-Unis;Estados Unidos de América;https://www.nysenate.gov/open-data;Senate of New York Open Data;40.7142691, -74.0059729;40.7142691;-74.0059729;;;United States - New York Senate;Etats-Unis - New York Senate;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - New York Senate
Noaa National Climate Data Center;United States;United States;Etats-Unis;Estados Unidos de América;https://www.nodc.noaa.gov/access/index.html;;38.8951, -77.0367;38.8951;-77.0367;;;United States - Noaa National Climate Data Center;Etats-Unis - Noaa National Climate Data Center;united-states;Environment;Public Sector, National Level;Estados Unidos de América - Noaa National Climate Data Center
Oakville, On Open Data;Canada;Canada;Canada;Canadá;https://oakville.ca/data;;43.45, -79.6833;43.45;-79.6833;;;Canada - Oakville, On Open Data;Canada - Oakville, On Open Data;canada;Local Government;Public Sector, Local Level;Canadá - Oakville, On Open Data
ODLAA-åbendatatil Labview;ODLAA-åbendatatil Labview;Denmark;Danemark;Francia;https://odlaa.aakmef.opendata.arcgis.com;Arcgis OpenData Portal;57.019228, 9.3298407;57.019228;9.3298407;FALSE;;Denmark - ODLAA-åbendatatil Labview;Danemark - ODLAA-åbendatatil Labview;denmark;Other;Public Sector, Local Level;Francia - ODLAA-åbendatatil Labview
Ombrie;Ombrie;Italy;Italie;Italia;https://dati.asc.regione.umbria.it;Umbria;42.9905363, 12.0176026;42.9905363;12.0176026;;;Italy - Ombrie;Italie - Ombrie;italy;Local Government;Public Sector, Local Level;Italia - Ombrie
open data portal;Ministry for development of information technology and communications;Uzbekistan;Ouzbékistan;;https://data.gov.uz;;41.282443, 69.1406061;41.282443;69.1406061;;;Uzbekistan - open data portal;Ouzbékistan - open data portal;uzbekistan;Administration,Statistics,Economy;Public Sector, National Level;open data portal
Open Data TPG;Transports Publics Genevois;Switzerland;Suisse;Suiza;https://www.tpg.ch/fr/open-data;transportation;46.2050241, 6.1090692;46.2050241;6.1090692;;;Switzerland - Open Data TPG;Suisse - Open Data TPG;switzerland;Geospatial;Public Sector, Local Level;Suiza - Open Data TPG
Open Government Data Portal Austria;Cooperation OGD Austria;Austria;Autriche;Austria;https://data.gv.at;labour&employment, population, education&science, finance, geography&planning, society, health, culture, agriculture, recreation, environment, transport, Government&politics, economy&tourism;48.2093306, 16.3620223;48.2093306;16.3620223;;;Austria - Open Government Data Portal Austria;Autriche - Open Government Data Portal Austria;austria;Administration,Statistics,Economy;Public Sector, National Level;Austria - Open Government Data Portal Austria
Open Stockholm;Stockholms Stad;Sweden;Suède;Suecia;https://open.stockholm.se;"Open data about Stockholm, the Swedish capital.

As of October 2011, not much data seems to be available yet.

22/03/2012: more data released in preparation for an open data hackday http://open.stockholm.se/oppna-data";59.3325765362, 18.0649030209;59.33257654;18.06490302;;;Sweden - Open Stockholm;Suède - Open Stockholm;sweden;Local Government;Public Sector, Local Level;Suecia - Open Stockholm
Ordnance Survey Of Ireland;Ireland;Ireland, Republic of;Irlande;Irlanda;https://osi.ie;;53.0, -8.0;53;-8;;;Ireland, Republic of - Ordnance Survey Of Ireland;Irlande - Ordnance Survey Of Ireland;ireland--republic-of;Administration;Public Sector, National Level;Irlanda - Ordnance Survey Of Ireland
Organization Of African Geological Surveys;Africa;Namibia;Namibie;Namibia;https://oagsafrica.org;;-22.8936061, 13.9990533;-22.8936061;13.9990533;;;Namibia - Organization Of African Geological Surveys;Namibie - Organization Of African Geological Surveys;namibia;Environment;Public Sector, International Level;Namibia - Organization Of African Geological Surveys
Oxford;Oxford;United Kingdom;Royaume-Uni;Reino Unido;https://www.oxford.gov.uk/PageRender/decCD/Transparency.htm;;51.7566374, -1.2568924;51.7566374;-1.2568924;;;United Kingdom - Oxford;Royaume-Uni - Oxford;united-kingdom;Local Government;Public Sector, Local Level;Reino Unido - Oxford
Tunisia Open Budget Data Portal;Ministry of Finance Tunisia;Tunisia;Tunisie;Tunez;https://www.mizaniatouna.gov.tn;Budget;36.3545222, 9.8230279;36.3545222;9.8230279;;;Tunisia - Tunisia Open Budget Data Portal;Tunisie - Tunisia Open Budget Data Portal;tunisia;Economy,Administration;Public Sector, National Level;Tunez - Tunisia Open Budget Data Portal
Rwanda Meteorological Agency;Rwanda;Rwanda;Rwanda;Ruanda;https://meteorwanda.gov.rw;;-1.9403, 29.8739;-1.9403;29.8739;;;Rwanda - Rwanda Meteorological Agency;Rwanda - Rwanda Meteorological Agency;rwanda;Weather Forecast;Public Sector, National Level;Ruanda - Rwanda Meteorological Agency
SENACE;SENACE;Peru;Pérou;Perú;https://data.sicam.opendata.arcgis.com;Arcgis OpenData Portal;-9.31455725038, -74.9905065187;-9.31455725;-74.99050652;;;Peru - SENACE;Pérou - SENACE;peru;Local Government;Public Sector, Local Level;Perú - SENACE
Statistical Institute Of Jamaica;Jamaica;Jamaica;Jamaïque;Jamaica;https://statinja.gov.jm;;18.1824, -77.3218;18.1824;-77.3218;;;Jamaica - Statistical Institute Of Jamaica;Jamaïque - Statistical Institute Of Jamaica;jamaica;Statistics;Public Sector, National Level;Jamaica - Statistical Institute Of Jamaica
Statistics Sierra Leone;Sierra Leone;Sierra Leone;Sierra Leone;Sierra Leona;https://statistics.sl;;8.4844, -13.2344;01/08/4844;-13.2344;;;Sierra Leone - Statistics Sierra Leone;Sierra Leone - Statistics Sierra Leone;sierra-leone;Statistics;Public Sector, National Level;Sierra Leona - Statistics Sierra Leone
Steuben County Open GIS Data;Steuben County Open GIS Data;United States;Etats-Unis;Estados Unidos de América;https://steubencounty.scnygis.opendata.arcgis.com;Arcgis OpenData Portal;42.2809343769, -77.3658903315;42.28093438;-77.36589033;;;United States - Steuben County Open GIS Data;Etats-Unis - Steuben County Open GIS Data;united-states;Local Government;Public Sector, Local Level;Estados Unidos de América - Steuben County Open GIS Data
Sweden Open Data;Sweden;Sweden;Suède;Suecia;https://oppnadata.se;;59.35, 18.0667;59.35;18.0667;;;Sweden - Sweden Open Data;Suède - Sweden Open Data;sweden;Local Government;Public Sector, Local Level;Suecia - Sweden Open Data
the GIS Data Catalog;the GIS Data Catalog;United States;Etats-Unis;Estados Unidos de América;https://data.imap.maryland.gov;Arcgis OpenData Portal;38.7833705, -79.4802785;38.7833705;-79.4802785;FALSE;;United States - the GIS Data Catalog;Etats-Unis - the GIS Data Catalog;united-states;Geospatial;Public Sector, Local Level;Estados Unidos de América - the GIS Data Catalog
Uganda Bureau Of Statistics;Uganda;Uganda;Ouganda;Uganda;https://ubos.org;;1.0667, 31.8833;01/01/0667;31.8833;;;Uganda - Uganda Bureau Of Statistics;Ouganda - Uganda Bureau Of Statistics;uganda;Statistics;Public Sector, National Level;Uganda - Uganda Bureau Of Statistics
VCU Rice Rivers Center;VCU Rice Rivers Center;United States;Etats-Unis;Estados Unidos de América;https://vcuriceriverscenter.vcu.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093, -95.2214201167;38.14549631;-95.22142012;;;United States - VCU Rice Rivers Center;Etats-Unis - VCU Rice Rivers Center;united-states;Geospatial;Others (Associations, Universities);Estados Unidos de América - VCU Rice Rivers Center
Växjökommun;Växjökommun;Sweden;Suède;Suecia;https://data.vaxjo.opendata.arcgis.com;Arcgis OpenData Portal;56.8895794, 14.7241022;56.8895794;14.7241022;FALSE;dummy;Sweden - Växjökommun;Suède - Växjökommun;sweden;Local Government;Public Sector, Local Level;Suecia - Växjökommun
Versailles Open Data;Ville de Versaille;France;France;Francia;https://www.cavgp.opendata.arcgis.com;;48.8044, 2.1232;48.8044;01/02/1232;;;France - Versailles Open Data;France - Versailles Open Data;france;Local Government;Public Sector, Local Level;Francia - Versailles Open Data
Whitehorse, Yk Open Data;Canada;Canada;Canada;Canadá;https://data.whitehorse.ca;;60.7167, -135.05;60.7167;-135.05;;;Canada - Whitehorse, Yk Open Data;Canada - Whitehorse, Yk Open Data;canada;Local Government;Public Sector, Local Level;Canadá - Whitehorse, Yk Open Data
World Bank - Actionable Governance Indicators;United Nations;United States;Etats-Unis;Estados Unidos de América;https://www.agidata.org/site;;40.749, -73.968;40749;-73968;;;United States - World Bank - Actionable Governance Indicators;Etats-Unis - World Bank - Actionable Governance Indicators;united-states;Administration,Economy;Public Sector, International Level;Estados Unidos de América - World Bank - Actionable Governance Indicators
World Meteorological Society;International Organizations;Switzerland;Suisse;Suiza;https://wmo.int;;46.2, 6.15;46.2;6.15;;;Switzerland - World Meteorological Society;Suisse - World Meteorological Society;switzerland;Weather Forecast;Public Sector, National Level;Suiza - World Meteorological Society
Turnhout;IMEC;Belgium;Belgique;;https://www.turnhout.be/opendata;public domain, statistics;51.32254, 4.94471;51.32254;4.94471;;;Belgium - Turnhout;Belgique - Turnhout;belgium;Local Government;Public Sector, Local Level;
THE STATE COMMITTEE OF THE REPUBLIC OF UZBEKISTAN ON STATISTICS;THE STATE COMMITTEE OF THE REPUBLIC OF UZBEKISTAN ON STATISTICS;Uzbekistan;Ouzbékistan;;https://stat.uz/en/open-data;;41.3, 69.2;41.3;69.2;;;Uzbekistan - THE STATE COMMITTEE OF THE REPUBLIC OF UZBEKISTAN ON STATISTICS;Ouzbékistan - THE STATE COMMITTEE OF THE REPUBLIC OF UZBEKISTAN ON STATISTICS;uzbekistan;Economy,Environment,Statistics;Public Sector, National Level;
State Committee of the Republic of Uzbekistan on development of tourism;State Committee of the Republic of Uzbekistan on development of tourism;Uzbekistan;Ouzbékistan;;https://uzbektourism.uz/ru/opendata;;41.3110455, 69.2853427;41.3110455;69.2853427;;;Uzbekistan - State Committee of the Republic of Uzbekistan on development of tourism;Ouzbékistan - State Committee of the Republic of Uzbekistan on development of tourism;uzbekistan;Administration;Public Sector, National Level;
Tashkent regional administration;Tashkent regional administration;Uzbekistan;Ouzbékistan;;https://www.tashkent.uz/uz/menu/otkrytye-dannye;;69.247708, 41.31042;69.247708;41.31042;;;Uzbekistan - Tashkent regional administration;Ouzbékistan - Tashkent regional administration;uzbekistan;Administration;Public Sector, National Level;
The Council of Ministers of the Republic of Karakalpakstan;The Council of Ministers of the Republic of Karakalpakstan;Uzbekistan;Ouzbékistan;;https://karakalpakstan.uz/oz/page/show/256;;59.611385, 42.457727;59.611385;42.457727;;;Uzbekistan - The Council of Ministers of the Republic of Karakalpakstan;Ouzbékistan - The Council of Ministers of the Republic of Karakalpakstan;uzbekistan;Administration;Public Sector, National Level;
Khorazm regional administration;Khorazm regional administration;Uzbekistan;Ouzbékistan;;https://xorazm.uz/uz/elektron-hukumat/#;;41.549524, 60.630315;41.549524;60.630315;;;Uzbekistan - Khorazm regional administration;Ouzbékistan - Khorazm regional administration;uzbekistan;Administration;Public Sector, National Level;
